ID_Temps;ID_Scenario;ID_Section;ID_Produit;Qte_Importee;MD_Importee;Qte_Vendue;MD_Vendue;Qte_Stock_Fin;MD_Stock_Fin;Prix_Achat_Import;Prix_Vente_Import
1;1;4;8;218305.60700000002;216274448.693;104659.164;39900917.646;19754.904;4752361.022;990.696;381.246
1;1;4;9;880420.0;1706763844.829;895420.0;1797594816.7519999;26680.53;52410226.568;1938.579;2007.544
1;1;4;11;1892828.0;3495875865.439;1893000.0;3313329898.071;19503.353;34328837.752;1846.906;1750.306
1;1;4;18;150000.0;174541645.544;150000.0;127494450.0;19675.115;0.0;1163.611;849.963
1;1;4;16;485000.0;817563873.099;485000.0;116673055.0;173252.191;41678066.934;1685.699;240.563
1;1;4;17;278000.0;535636650.536;278000.0;550850200.536;0.0;0.0;1926.751;1981.476
