ID_Temps;ID_Scenario;ID_Section;ID_Produit;Qte_Brut_Entre;MD_Brut_Entre;Qte_Production_Sortie;MD_Production_Sortie;Ecart_Pertes;Qte_Stock_Fin;MD_Stock_Fin;Prix_Achat_Brut;Prix_Vente_Production;Prix_Stock_Fin
1;1;1;1;240000.0;382208282.317;271855.68;437574818.537;0.0;4599.323;7403001.207;1592.535;1609.585;1609.585
1;1;1;3;728000.0;1252359180.218;723171.84;1244831624.283;0.0;14545.118;25037234.394;1720.274;1721.35;1721.35
1;1;1;2;300000.0;467100000.0;316787.52;495523482.219;0.0;13298.669;20801964.584;1557.0;1564.214;1564.214
1;1;2;4;0.0;0.0;0.0;0.0;0.0;3267.0;5522873.626;0.0;0.0;1690.503
1;1;2;5;0.0;0.0;0.0;0.0;0.0;20596.201;41119240.2;0.0;0.0;1996.448
1;1;3;8;36667.934;0.0;36300.0;8732436.9;0.0;2102.908;505881.958;0.0;240.563;240.563
1;1;3;9;96500.434;0.0;84580.0;169798049.631;0.0;13485.005;18065924.128;0.0;2007.544;1339.705
1;1;3;10;19800.0;0.0;13800.0;17661719.697;0.0;6295.0;8056559.818;0.0;1279.835;1279.835
1;1;3;11;538804.25;0.0;537000.0;930902940.239;0.0;24067.739;41722027.961;0.0;1733.525;1733.525
1;1;3;12;6000.0;0.0;6000.0;8040141.757;0.0;0.0;0.0;0.0;1340.024;0.0
1;1;3;14;13500.0;0.0;14300.0;26074670.432;0.0;942.0;1717646.122;0.0;1823.404;1823.404
1;1;3;12;382686.961;0.0;376000.0;503848883.438;0.0;13778.063;19718380.651;0.0;1340.024;1431.143
1;1;3;15;174401.042;0.0;174500.0;258191057.942;0.0;17084.969;28882193.092;0.0;1479.605;1690.503
