TempsKey,ScenarioKey,ProduitKey,stock_initial_qte,stock_initial_prix,stock_initial_montant_brut,stock_initial_prix_net,stock_initial_montant_net,reception_qte,reception_pu,reception_montant,vente_qte,vente_pu,vente_montant,pertes_qte,stock_final_qte,stock_final_prix,stock_final_montant_brut,stock_final_prix_net,stock_final_montant_net
2.0,3,23,22018.0692,240.0,4403613.84,0.0,0.0,0.0,0.0,0.0,-2697.372,0.0,0.0,0.0,24715.4412,240.0,49343088.24,0.0,0.0
2.0,3,24,11632.4916,3159.966,30631896.324,2380.3992,23074983.298800003,156331.482,2832.5928,369019547.2176,134698.4484,1920.2688,215547712.7844,0.0,33265.5252,2832.5928,78523077.3108,2028.6036,56235473.45999999
2.0,3,25,2428.1316,2797.7628,5661114.555600001,2187.0696,4425410.552399999,7311.8748,3125.6808,19045487.8128,7649.606399999999,2189.3988,13956700.6188,0.0,2090.4,3125.6808,5444956.044,2188.0848,3811642.7328
3.0,2,4,3920.4,2028.6036,6627448.3512,2028.6036,6627448.3512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3920.4,2028.6036,6627448.3512,2028.6036,6627448.3512
3.0,2,5,1878.0852,0.0,0.0,1607.586,2515986.2292,115800.52079999998,0.0,0.0,101496.0,2409.0528,203757659.5572,0.0,16182.005999999998,1607.586,0.0,1607.586,21679108.9536
3.0,2,7,0.0,0.0,0.0,0.0,0.0,7200.0,0.0,0.0,7200.0,1608.0287999999998,9648170.1084,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2,8,8509.3224,0.0,0.0,1717.3716,12178058.088,459224.3532,0.0,0.0,451200.0,1608.0287999999998,604618660.1256,0.0,16533.6756,1717.3716,0.0,1717.3716,23662056.7812
3.0,2,10,2081.97,0.0,0.0,288.6756,500844.9048,44001.5208,0.0,0.0,43560.0,288.6756,10478924.28,0.0,2523.4896,288.6756,0.0,288.6756,607058.3496
3.0,2,16,26716.1868,0.0,0.0,2079.87,46313177.682,646565.1,0.0,0.0,644400.0,2080.23,1117083528.2868,0.0,28881.2868,2080.23,0.0,2080.23,50066433.5532
3.0,2,19,43746.0036,2066.2032,75323444.91239999,2066.2032,75323444.91239999,288000.0,1910.802,458649938.7804,326226.816,1931.502,525089782.2444,0.0,5519.1876,1931.502,8883601.4484,1931.502,8883601.4484
3.0,2,20,36103.4268,1963.3776,59070536.1648,1963.3776,59070536.1648,360000.0,1868.4,560520000.0,380145.024,1877.0568,594628178.6628,0.0,15958.4028,1877.0568,24962357.5008,1877.0568,24962357.5008
3.0,2,21,11660.3496,2162.3652,21011614.152,2162.3652,21011614.152,873600.0,2064.3288,1502831016.2615998,867806.208,2065.62,1493797949.1396,0.0,17454.1416,2065.62,30044681.2728,2065.62,30044681.2728
3.0,2,22,354.0,0.0,0.0,1535.802,453061.5048,23760.0,0.0,0.0,16560.0,1535.802,21194063.6364,0.0,7554.0,1535.802,0.0,1535.802,9667871.7816
3.0,2,23,24715.4412,240.0,49343088.24,240.0,49343088.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24715.4412,240.0,49343088.24,240.0,49343088.24
3.0,2,24,20620.7124,0.0,0.0,2028.6036,34859378.0496,209281.2504,0.0,0.0,209400.0,1775.526,309829269.5304,0.0,20501.9628,2028.6036,0.0,2028.6036,34658631.7104
3.0,2,25,2090.4,0.0,0.0,2188.0848,3811642.7328,16200.0,0.0,0.0,17160.0,2188.0848,31289604.5184,0.0,1130.4,2188.0848,0.0,2188.0848,2061175.3464
